Namespace(activation='maxmin', batch_size=128, block_size=4, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, n=500, opt_level='O2', out_dir='LipConvnet_cifar10_n=500_4_soc_32_maxmin_cr0.0', seed=0, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
0 	 5.0 	 0.1000 	 -0.0541 	 -0.0338
1 	 3.1 	 0.1000 	 -0.0646 	 -0.1032
2 	 3.2 	 0.1000 	 -0.2073 	 -0.2778
3 	 2.8 	 0.1000 	 -0.4983 	 -0.4899
4 	 2.8 	 0.1000 	 -0.3991 	 -0.5629
5 	 2.3 	 0.1000 	 -0.5576 	 -0.2789
6 	 2.3 	 0.1000 	 -0.8270 	 -0.4165
7 	 2.3 	 0.1000 	 -0.7133 	 -0.1894
8 	 2.8 	 0.1000 	 -0.6045 	 -0.5890
9 	 2.3 	 0.1000 	 -0.6646 	 -0.3725
10 	 2.7 	 0.1000 	 -0.6385 	 -1.1133
11 	 2.2 	 0.1000 	 -0.5491 	 -0.7500
12 	 2.3 	 0.1000 	 -0.7344 	 -0.7958
13 	 2.2 	 0.1000 	 -0.8894 	 -0.3620
14 	 2.2 	 0.1000 	 -0.5453 	 -0.9763
15 	 2.3 	 0.1000 	 -0.8162 	 -0.7065
16 	 2.3 	 0.1000 	 -0.4112 	 -0.6818
17 	 2.3 	 0.1000 	 -0.6847 	 -0.6932
18 	 2.3 	 0.1000 	 -0.7486 	 -0.4432
19 	 2.3 	 0.1000 	 -1.0090 	 -0.7031
20 	 2.3 	 0.1000 	 -0.6842 	 -0.6370
21 	 2.3 	 0.1000 	 -0.7526 	 -0.3633
22 	 2.3 	 0.1000 	 -0.6082 	 -0.8852
23 	 2.3 	 0.1000 	 -0.7386 	 -0.7831
24 	 2.3 	 0.1000 	 -1.2889 	 -0.7663
25 	 3.0 	 0.1000 	 -1.2394 	 -0.5614
26 	 2.3 	 0.1000 	 -1.2246 	 -0.7651
27 	 2.2 	 0.1000 	 -0.7443 	 -0.5957
28 	 2.3 	 0.1000 	 -0.9620 	 -0.8168
29 	 2.2 	 0.1000 	 -0.6595 	 -0.5780
