Namespace(activation='maxmin', batch_size=128, block_size=4, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, n=1000, opt_level='O2', out_dir='LipConvnet_cifar10_n=1000_4_soc_32_maxmin_cr0.0', seed=0, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
29 	 3.9 	 0.1000 	 -0.4645 	 -0.4580
30 	 4.9 	 0.1000 	 -0.5753 	 -0.8722
31 	 3.9 	 0.1000 	 -0.5820 	 -0.6460
32 	 3.9 	 0.1000 	 -0.6469 	 -0.6396
33 	 3.9 	 0.1000 	 -0.9692 	 -0.6746
34 	 3.8 	 0.1000 	 -0.8749 	 -0.7689
35 	 3.9 	 0.1000 	 -0.3049 	 -0.3267
36 	 5.0 	 0.1000 	 -0.8258 	 -0.9892
37 	 4.7 	 0.1000 	 -0.5643 	 -0.4819
38 	 3.9 	 0.1000 	 -0.3645 	 -0.4958
39 	 3.9 	 0.1000 	 -0.4459 	 -0.5776
40 	 3.9 	 0.1000 	 -0.4955 	 -0.6337
41 	 3.9 	 0.1000 	 -0.7489 	 -0.4953
42 	 3.9 	 0.1000 	 -0.7646 	 -0.5208
43 	 3.9 	 0.1000 	 -0.6137 	 -0.7184
44 	 3.9 	 0.1000 	 -0.4847 	 -0.6123
45 	 3.9 	 0.1000 	 -0.3860 	 -0.7103
46 	 3.9 	 0.1000 	 -0.5712 	 -0.5682
47 	 3.9 	 0.1000 	 -0.7053 	 -0.5096
48 	 3.9 	 0.1000 	 -0.7003 	 -0.8541
49 	 3.9 	 0.1000 	 -0.7877 	 -0.5358
50 	 4.7 	 0.1000 	 -0.4910 	 -0.5180
51 	 3.9 	 0.1000 	 -0.3975 	 -0.8080
52 	 3.8 	 0.1000 	 -0.5181 	 -0.3020
53 	 3.9 	 0.1000 	 -0.7708 	 -0.8721
54 	 3.9 	 0.1000 	 -0.3694 	 -0.7102
55 	 3.9 	 0.1000 	 -0.4280 	 -0.4615
56 	 3.9 	 0.1000 	 -0.6319 	 -0.5419
57 	 3.9 	 0.1000 	 -0.7473 	 -0.6941
58 	 3.9 	 0.1000 	 -0.8726 	 -0.3081
59 	 3.9 	 0.1000 	 -1.1483 	 -0.4526
60 	 3.9 	 0.1000 	 -0.7641 	 -0.9396
61 	 4.0 	 0.1000 	 -0.7500 	 -0.6203
62 	 4.7 	 0.1000 	 -0.5518 	 -0.2974
63 	 3.9 	 0.1000 	 -0.6959 	 -0.5407
64 	 3.9 	 0.1000 	 -0.6586 	 -0.7305
65 	 3.9 	 0.1000 	 -0.7711 	 -0.7112
66 	 4.0 	 0.1000 	 -0.3983 	 -0.4479
67 	 3.9 	 0.1000 	 -0.7398 	 -0.5198
68 	 4.0 	 0.1000 	 -0.4722 	 -0.8404
69 	 3.9 	 0.1000 	 -0.6894 	 -0.3611
70 	 3.9 	 0.1000 	 -0.6206 	 -0.9866
71 	 3.9 	 0.1000 	 -0.6331 	 -0.7592
72 	 3.9 	 0.1000 	 -0.4925 	 -0.8766
73 	 3.8 	 0.1000 	 -0.6370 	 -0.4253
74 	 3.9 	 0.1000 	 -0.6252 	 -0.9216
75 	 4.8 	 0.1000 	 -1.1461 	 -0.5709
76 	 3.9 	 0.1000 	 -0.6831 	 -0.5972
77 	 3.9 	 0.1000 	 -0.4281 	 -0.5143
78 	 3.9 	 0.1000 	 -0.6869 	 -0.5687
79 	 3.9 	 0.1000 	 -0.4830 	 -0.5297
80 	 3.9 	 0.1000 	 -0.7963 	 -0.5021
81 	 3.9 	 0.1000 	 -0.5204 	 -0.3895
82 	 3.9 	 0.1000 	 -0.3419 	 -0.4890
83 	 3.9 	 0.1000 	 -0.7806 	 -0.8142
84 	 3.9 	 0.1000 	 -0.7878 	 -0.9267
85 	 3.9 	 0.1000 	 -0.8045 	 -0.6767
86 	 3.9 	 0.1000 	 -0.7751 	 -0.5914
87 	 4.7 	 0.1000 	 -0.3120 	 -0.5880
88 	 3.9 	 0.1000 	 -0.6527 	 -0.7713
89 	 3.9 	 0.1000 	 -0.8491 	 -0.8493
90 	 3.9 	 0.1000 	 -0.6709 	 -0.7806
91 	 3.9 	 0.1000 	 -0.8048 	 -0.8123
92 	 3.9 	 0.1000 	 -0.5171 	 -0.9780
93 	 3.9 	 0.1000 	 -0.7452 	 -0.6617
94 	 3.9 	 0.1000 	 -0.7338 	 -0.6185
95 	 4.0 	 0.1000 	 -0.2407 	 -0.2917
96 	 4.0 	 0.1000 	 -0.2163 	 -0.6642
97 	 4.0 	 0.1000 	 -0.4001 	 -0.8358
98 	 3.9 	 0.1000 	 -0.6593 	 -0.3660
99 	 3.9 	 0.0100 	 -0.5812 	 -0.9746
100 	 4.7 	 0.0100 	 -0.6915 	 -0.9102
101 	 3.9 	 0.0100 	 -1.0705 	 -0.9532
102 	 3.9 	 0.0100 	 -0.6335 	 -0.7239
103 	 3.9 	 0.0100 	 -0.7885 	 -0.8969
104 	 3.9 	 0.0100 	 -0.7673 	 -0.5736
105 	 5.0 	 0.0100 	 -0.8421 	 -0.9958
106 	 3.9 	 0.0100 	 -0.9521 	 -0.7442
107 	 4.7 	 0.0100 	 -0.7122 	 -1.0484
108 	 3.9 	 0.0100 	 -0.7913 	 -1.0211
109 	 3.9 	 0.0100 	 -0.7849 	 -0.7627
110 	 3.9 	 0.0100 	 -0.9925 	 -0.9207
111 	 3.9 	 0.0100 	 -0.6725 	 -0.6289
112 	 4.7 	 0.0100 	 -0.7994 	 -0.5427
113 	 4.8 	 0.0100 	 -0.3261 	 -1.1233
114 	 4.8 	 0.0100 	 -0.5339 	 -1.1468
115 	 3.9 	 0.0100 	 -0.9802 	 -0.6438
116 	 4.7 	 0.0100 	 -1.3009 	 -1.3046
117 	 3.9 	 0.0100 	 -0.7316 	 -0.9378
118 	 3.9 	 0.0100 	 -1.1240 	 -0.9471
119 	 3.9 	 0.0100 	 -0.7937 	 -1.0053
120 	 3.9 	 0.0100 	 -0.4526 	 -0.7643
121 	 3.9 	 0.0100 	 -0.7890 	 -0.6026
122 	 4.0 	 0.0100 	 -0.4969 	 -0.8550
123 	 3.9 	 0.0100 	 -1.1251 	 -0.8382
124 	 3.9 	 0.0100 	 -0.9494 	 -0.6822
125 	 4.7 	 0.0100 	 -0.9138 	 -0.9249
126 	 3.9 	 0.0100 	 -0.8499 	 -0.5713
127 	 3.9 	 0.0100 	 -1.0494 	 -0.4700
128 	 3.9 	 0.0100 	 -0.6191 	 -1.0018
129 	 3.9 	 0.0100 	 -0.6170 	 -0.6362
130 	 3.9 	 0.0100 	 -0.5877 	 -0.6693
131 	 3.9 	 0.0100 	 -0.6852 	 -0.9811
132 	 3.9 	 0.0100 	 -0.3166 	 -0.7207
133 	 3.9 	 0.0100 	 -0.7636 	 -0.6031
134 	 3.9 	 0.0100 	 -1.1166 	 -0.5666
135 	 3.9 	 0.0100 	 -1.2329 	 -0.9950
136 	 3.9 	 0.0100 	 -0.9389 	 -0.3896
137 	 4.7 	 0.0100 	 -1.0712 	 -1.0445
138 	 4.9 	 0.0100 	 -0.6436 	 -1.3553
139 	 3.9 	 0.0100 	 -0.6366 	 -0.6680
140 	 3.9 	 0.0100 	 -0.8127 	 -0.8046
141 	 3.9 	 0.0100 	 -0.6393 	 -0.9437
142 	 3.9 	 0.0100 	 -0.6792 	 -0.8298
143 	 5.2 	 0.0100 	 -0.9351 	 -1.3891
144 	 3.9 	 0.0100 	 -0.6104 	 -0.7356
145 	 4.0 	 0.0100 	 -1.1588 	 -1.1918
146 	 3.9 	 0.0100 	 -0.8274 	 -0.8170
147 	 3.9 	 0.0100 	 -0.7880 	 -0.5877
148 	 3.9 	 0.0100 	 -1.0791 	 -0.7841
149 	 3.9 	 0.0010 	 -0.7852 	 -0.8296
150 	 4.7 	 0.0010 	 -0.9852 	 -1.0365
151 	 3.9 	 0.0010 	 -0.9562 	 -1.1970
152 	 3.9 	 0.0010 	 -1.0102 	 -0.8363
153 	 3.9 	 0.0010 	 -1.2909 	 -0.9975
154 	 3.9 	 0.0010 	 -0.9805 	 -0.7776
155 	 3.9 	 0.0010 	 -0.7374 	 -0.9135
156 	 3.9 	 0.0010 	 -0.9647 	 -0.6178
157 	 3.9 	 0.0010 	 -0.5713 	 -1.0467
158 	 3.9 	 0.0010 	 -0.9309 	 -0.7238
159 	 3.9 	 0.0010 	 -0.6812 	 -0.7672
160 	 3.9 	 0.0010 	 -1.1256 	 -0.7252
161 	 3.9 	 0.0010 	 -1.0070 	 -0.7166
162 	 4.7 	 0.0010 	 -0.9159 	 -0.5135
163 	 3.9 	 0.0010 	 -0.5790 	 -0.7583
164 	 3.9 	 0.0010 	 -0.5998 	 -0.6519
165 	 3.9 	 0.0010 	 -0.6515 	 -1.1293
166 	 3.9 	 0.0010 	 -0.7153 	 -1.0143
167 	 3.9 	 0.0010 	 -0.7811 	 -0.8108
168 	 4.0 	 0.0010 	 -0.7281 	 -1.0453
169 	 3.9 	 0.0010 	 -0.9913 	 -0.7568
170 	 3.9 	 0.0010 	 -1.0095 	 -0.7163
171 	 3.9 	 0.0010 	 -0.5725 	 -0.8340
172 	 3.9 	 0.0010 	 -0.6289 	 -0.8712
173 	 3.9 	 0.0010 	 -0.6771 	 -0.9981
174 	 3.9 	 0.0010 	 -0.7777 	 -0.7438
175 	 4.7 	 0.0010 	 -1.0198 	 -0.6133
176 	 3.9 	 0.0010 	 -1.0806 	 -0.9024
177 	 3.9 	 0.0010 	 -0.6579 	 -0.7251
178 	 3.9 	 0.0010 	 -0.7846 	 -0.9690
179 	 3.9 	 0.0010 	 -1.0434 	 -0.4212
180 	 3.9 	 0.0010 	 -1.0159 	 -0.7851
181 	 3.9 	 0.0010 	 -0.9137 	 -0.9271
182 	 3.9 	 0.0010 	 -0.5259 	 -0.9967
183 	 3.9 	 0.0010 	 -0.7099 	 -0.7388
184 	 3.9 	 0.0010 	 -0.6829 	 -0.6402
185 	 3.9 	 0.0010 	 -1.1650 	 -0.6279
186 	 3.9 	 0.0010 	 -0.4611 	 -0.7388
187 	 4.7 	 0.0010 	 -1.3055 	 -0.9296
188 	 3.9 	 0.0010 	 -0.6158 	 -1.0021
189 	 3.9 	 0.0010 	 -0.4570 	 -0.8954
190 	 3.9 	 0.0010 	 -0.9144 	 -1.0198
191 	 3.9 	 0.0010 	 -0.6532 	 -0.7920
192 	 3.8 	 0.0010 	 -0.8589 	 -0.9549
193 	 3.9 	 0.0010 	 -0.7355 	 -1.1042
194 	 3.9 	 0.0010 	 -0.9012 	 -1.0452
195 	 3.9 	 0.0010 	 -0.5647 	 -0.8192
196 	 3.9 	 0.0010 	 -0.8654 	 -0.8362
197 	 3.9 	 0.0010 	 -0.5064 	 -0.5998
198 	 3.9 	 0.0010 	 -1.0945 	 -0.5881
199 	 3.9 	 0.0010 	 -0.9389 	 -0.8105
Total train time: 17.0960 minutes
Best Epoch 	 Test Loss 	 Test Time
143 	 -0.7111 	 1.2586
Last Epoch 	 Test Loss 	 Test Time
199 	 -1.0630 	 1.2362
