Namespace(activation='maxmin', batch_size=500, block_size=8, conv_layer='soc', data_dir='./cifar-data', dataset='cifar100', epochs=400, eval_num=100, init_channels=32, lln=False, loss='l1', loss_scale='1.0', lr_drop=200, lr_max=0.1, lr_min=0.0001, momentum=0.9, n=15000, opt_level='O2', out_dir='ISO_cifar100_l1_8_soc_32_maxmin', seed=0, weight_decay=0.0005, workers=4)
Epoch 	 Seconds 	 LR 	 Train Loss
84 	 26.3 	 0.0360 	 -0.1038
85 	 26.3 	 0.0360 	 -0.1477
86 	 27.8 	 0.0360 	 -0.0522
87 	 26.3 	 0.0360 	 -0.0908
88 	 26.3 	 0.0360 	 -0.1380
89 	 26.3 	 0.0360 	 -0.1312
90 	 27.8 	 0.0360 	 -0.1728
91 	 26.3 	 0.0360 	 -0.1749
92 	 26.3 	 0.0360 	 -0.0771
93 	 27.9 	 0.0360 	 -0.2031
94 	 26.3 	 0.0360 	 -0.1650
95 	 26.4 	 0.0360 	 -0.1457
96 	 27.8 	 0.0360 	 -0.0079
97 	 26.3 	 0.0216 	 -0.0906
98 	 26.3 	 0.0216 	 -0.1432
99 	 26.3 	 0.0216 	 -0.1806
100 	 27.9 	 0.0216 	 -0.1434
101 	 26.3 	 0.0216 	 -0.1381
102 	 26.4 	 0.0216 	 -0.1914
103 	 27.8 	 0.0216 	 -0.1700
104 	 26.3 	 0.0216 	 -0.1968
105 	 26.3 	 0.0216 	 -0.1103
106 	 27.8 	 0.0216 	 -0.1408
107 	 26.3 	 0.0216 	 -0.1755
108 	 26.3 	 0.0216 	 -0.1632
109 	 26.3 	 0.0216 	 -0.1838
110 	 27.9 	 0.0216 	 -0.1748
111 	 26.3 	 0.0216 	 -0.1518
112 	 26.3 	 0.0216 	 -0.1648
113 	 27.9 	 0.0216 	 -0.2267
114 	 26.3 	 0.0216 	 -0.1910
115 	 26.3 	 0.0216 	 -0.2128
116 	 27.9 	 0.0216 	 -0.2075
117 	 26.4 	 0.0216 	 -0.1909
118 	 26.4 	 0.0216 	 -0.2140
119 	 26.3 	 0.0216 	 -0.1188
120 	 28.0 	 0.0216 	 -0.2022
121 	 26.3 	 0.0216 	 -0.2022
122 	 26.3 	 0.0216 	 -0.1916
123 	 27.8 	 0.0216 	 -0.2194
124 	 26.4 	 0.0216 	 -0.2232
125 	 26.3 	 0.0216 	 -0.2377
126 	 27.8 	 0.0216 	 -0.2042
127 	 26.3 	 0.0216 	 -0.2166
128 	 26.3 	 0.0130 	 -0.2194
129 	 26.3 	 0.0130 	 -0.2314
130 	 27.9 	 0.0130 	 -0.2528
131 	 26.3 	 0.0130 	 -0.2097
132 	 26.3 	 0.0130 	 -0.2685
133 	 27.9 	 0.0130 	 -0.2658
134 	 26.3 	 0.0130 	 -0.1846
135 	 26.3 	 0.0130 	 -0.2690
136 	 27.9 	 0.0130 	 -0.2672
137 	 26.3 	 0.0130 	 -0.2741
138 	 26.3 	 0.0130 	 -0.2635
139 	 26.3 	 0.0130 	 -0.2423
140 	 27.9 	 0.0130 	 -0.3091
141 	 26.3 	 0.0130 	 -0.2132
142 	 26.3 	 0.0130 	 -0.2918
143 	 27.9 	 0.0130 	 -0.2622
144 	 26.3 	 0.0130 	 -0.2838
145 	 26.3 	 0.0130 	 -0.2920
146 	 27.8 	 0.0130 	 -0.2987
147 	 26.3 	 0.0130 	 -0.3296
148 	 26.4 	 0.0130 	 -0.2955
149 	 26.3 	 0.0130 	 -0.3092
150 	 27.8 	 0.0130 	 -0.3090
151 	 26.3 	 0.0130 	 -0.2794
152 	 26.3 	 0.0130 	 -0.3030
153 	 27.9 	 0.0130 	 -0.3196
154 	 26.3 	 0.0130 	 -0.2769
155 	 26.3 	 0.0130 	 -0.3151
156 	 27.8 	 0.0130 	 -0.3246
157 	 26.4 	 0.0130 	 -0.3244
158 	 26.3 	 0.0130 	 -0.3156
159 	 26.3 	 0.0078 	 -0.2946
160 	 27.9 	 0.0078 	 -0.3660
161 	 26.3 	 0.0078 	 -0.3489
162 	 26.3 	 0.0078 	 -0.3438
163 	 27.9 	 0.0078 	 -0.3728
164 	 26.3 	 0.0078 	 -0.3682
165 	 26.3 	 0.0078 	 -0.3857
166 	 27.8 	 0.0078 	 -0.3497
167 	 26.3 	 0.0078 	 -0.3741
168 	 26.4 	 0.0078 	 -0.3454
169 	 26.3 	 0.0078 	 -0.3929
170 	 27.9 	 0.0078 	 -0.3511
171 	 26.3 	 0.0078 	 -0.3784
172 	 26.3 	 0.0078 	 -0.3894
173 	 27.9 	 0.0078 	 -0.3867
174 	 26.3 	 0.0078 	 -0.3640
175 	 26.3 	 0.0078 	 -0.3538
176 	 27.9 	 0.0078 	 -0.4013
177 	 26.3 	 0.0078 	 -0.3477
178 	 26.3 	 0.0078 	 -0.3479
179 	 26.3 	 0.0078 	 -0.3734
180 	 27.9 	 0.0078 	 -0.3026
181 	 26.3 	 0.0078 	 -0.4048
182 	 26.3 	 0.0078 	 -0.3927
183 	 27.9 	 0.0078 	 -0.3848
184 	 26.3 	 0.0078 	 -0.3726
185 	 26.3 	 0.0078 	 -0.4043
186 	 27.9 	 0.0078 	 -0.3974
187 	 26.3 	 0.0078 	 -0.3966
188 	 26.4 	 0.0078 	 -0.3931
189 	 26.3 	 0.0078 	 -0.4147
190 	 27.8 	 0.0047 	 -0.3729
191 	 26.3 	 0.0047 	 -0.3877
192 	 26.3 	 0.0047 	 -0.4210
193 	 27.8 	 0.0047 	 -0.4133
194 	 26.3 	 0.0047 	 -0.4215
195 	 26.3 	 0.0047 	 -0.4317
196 	 27.8 	 0.0047 	 -0.4325
197 	 26.3 	 0.0047 	 -0.4276
198 	 26.3 	 0.0047 	 -0.4401
199 	 26.3 	 0.0047 	 -0.4245
200 	 27.9 	 0.0047 	 -0.4428
201 	 26.3 	 0.0047 	 -0.4401
202 	 26.3 	 0.0047 	 -0.4439
203 	 27.8 	 0.0047 	 -0.4446
204 	 26.3 	 0.0047 	 -0.4409
205 	 26.2 	 0.0047 	 -0.4296
206 	 27.9 	 0.0047 	 -0.4514
207 	 26.4 	 0.0047 	 -0.4258
208 	 26.3 	 0.0047 	 -0.4375
209 	 26.3 	 0.0047 	 -0.4429
210 	 27.9 	 0.0047 	 -0.4445
211 	 26.3 	 0.0047 	 -0.4607
212 	 26.3 	 0.0047 	 -0.4412
213 	 27.9 	 0.0047 	 -0.4546
214 	 26.2 	 0.0047 	 -0.4410
215 	 26.3 	 0.0047 	 -0.4326
216 	 27.9 	 0.0047 	 -0.4518
217 	 26.3 	 0.0047 	 -0.4548
218 	 26.3 	 0.0047 	 -0.4542
219 	 26.3 	 0.0047 	 -0.4500
220 	 27.9 	 0.0047 	 -0.4462
221 	 26.3 	 0.0028 	 -0.4180
222 	 26.3 	 0.0028 	 -0.4685
223 	 27.9 	 0.0028 	 -0.4492
224 	 26.3 	 0.0028 	 -0.4743
225 	 26.3 	 0.0028 	 -0.4643
226 	 27.8 	 0.0028 	 -0.4537
227 	 26.2 	 0.0028 	 -0.4666
228 	 26.3 	 0.0028 	 -0.4791
229 	 26.3 	 0.0028 	 -0.4757
230 	 27.9 	 0.0028 	 -0.4625
231 	 26.3 	 0.0028 	 -0.4780
232 	 26.3 	 0.0028 	 -0.4832
233 	 27.8 	 0.0028 	 -0.4744
234 	 26.3 	 0.0028 	 -0.4729
235 	 26.3 	 0.0028 	 -0.4697
236 	 27.9 	 0.0028 	 -0.4734
237 	 26.3 	 0.0028 	 -0.4841
238 	 26.3 	 0.0028 	 -0.4731
239 	 26.3 	 0.0028 	 -0.4776
240 	 27.9 	 0.0028 	 -0.4700
241 	 26.3 	 0.0028 	 -0.4786
242 	 26.3 	 0.0028 	 -0.4670
243 	 27.8 	 0.0028 	 -0.4670
244 	 26.2 	 0.0028 	 -0.4870
245 	 26.3 	 0.0028 	 -0.4635
246 	 27.8 	 0.0028 	 -0.4789
247 	 26.3 	 0.0028 	 -0.4783
248 	 26.3 	 0.0028 	 -0.4791
249 	 26.4 	 0.0028 	 -0.4844
250 	 27.9 	 0.0028 	 -0.4754
251 	 26.3 	 0.0028 	 -0.4906
252 	 26.3 	 0.0017 	 -0.4646
253 	 27.9 	 0.0017 	 -0.5006
254 	 26.3 	 0.0017 	 -0.4996
255 	 26.3 	 0.0017 	 -0.4992
256 	 27.8 	 0.0017 	 -0.5103
257 	 26.3 	 0.0017 	 -0.5020
258 	 26.3 	 0.0017 	 -0.5113
259 	 26.4 	 0.0017 	 -0.5022
260 	 27.8 	 0.0017 	 -0.4984
261 	 26.3 	 0.0017 	 -0.5015
262 	 26.3 	 0.0017 	 -0.5072
263 	 27.9 	 0.0017 	 -0.5004
264 	 26.3 	 0.0017 	 -0.5050
265 	 26.3 	 0.0017 	 -0.4996
266 	 27.9 	 0.0017 	 -0.5066
267 	 26.3 	 0.0017 	 -0.4891
268 	 26.3 	 0.0017 	 -0.5143
269 	 26.3 	 0.0017 	 -0.5055
270 	 27.9 	 0.0017 	 -0.5065
271 	 26.3 	 0.0017 	 -0.5115
272 	 26.3 	 0.0017 	 -0.5097
273 	 27.9 	 0.0017 	 -0.5165
274 	 26.3 	 0.0017 	 -0.4975
275 	 26.3 	 0.0017 	 -0.5049
276 	 27.8 	 0.0017 	 -0.5115
277 	 26.3 	 0.0017 	 -0.5122
278 	 26.3 	 0.0017 	 -0.5013
279 	 26.3 	 0.0017 	 -0.5055
280 	 27.9 	 0.0017 	 -0.5153
281 	 26.3 	 0.0017 	 -0.5160
282 	 26.3 	 0.0017 	 -0.5143
283 	 27.8 	 0.0010 	 -0.5107
284 	 26.3 	 0.0010 	 -0.5190
285 	 26.3 	 0.0010 	 -0.5228
286 	 27.8 	 0.0010 	 -0.5264
287 	 26.3 	 0.0010 	 -0.5269
288 	 26.3 	 0.0010 	 -0.5263
289 	 26.3 	 0.0010 	 -0.5242
290 	 27.8 	 0.0010 	 -0.5247
291 	 26.3 	 0.0010 	 -0.5242
292 	 26.3 	 0.0010 	 -0.5247
293 	 27.9 	 0.0010 	 -0.5265
294 	 26.3 	 0.0010 	 -0.5276
295 	 26.3 	 0.0010 	 -0.5246
296 	 27.9 	 0.0010 	 -0.5290
297 	 26.3 	 0.0010 	 -0.5296
298 	 26.3 	 0.0010 	 -0.5286
299 	 26.4 	 0.0010 	 -0.5295
300 	 27.9 	 0.0010 	 -0.5235
301 	 26.3 	 0.0010 	 -0.5234
302 	 26.3 	 0.0010 	 -0.5221
303 	 27.9 	 0.0010 	 -0.5288
304 	 26.3 	 0.0010 	 -0.5319
305 	 26.3 	 0.0010 	 -0.5262
306 	 27.9 	 0.0010 	 -0.5327
307 	 26.3 	 0.0010 	 -0.5340
308 	 26.3 	 0.0010 	 -0.5281
309 	 26.4 	 0.0010 	 -0.5331
310 	 27.9 	 0.0010 	 -0.5345
311 	 26.3 	 0.0010 	 -0.5320
312 	 26.2 	 0.0010 	 -0.5282
313 	 27.9 	 0.0010 	 -0.5302
314 	 26.3 	 0.0006 	 -0.5314
315 	 26.3 	 0.0006 	 -0.5366
316 	 27.8 	 0.0006 	 -0.5406
317 	 26.4 	 0.0006 	 -0.5394
318 	 26.3 	 0.0006 	 -0.5395
319 	 26.3 	 0.0006 	 -0.5404
320 	 27.9 	 0.0006 	 -0.5405
321 	 26.3 	 0.0006 	 -0.5424
322 	 26.3 	 0.0006 	 -0.5455
323 	 27.8 	 0.0006 	 -0.5409
324 	 26.3 	 0.0006 	 -0.5393
325 	 26.4 	 0.0006 	 -0.5439
326 	 27.9 	 0.0006 	 -0.5430
327 	 26.4 	 0.0006 	 -0.5391
328 	 26.3 	 0.0006 	 -0.5380
329 	 26.3 	 0.0006 	 -0.5433
330 	 27.9 	 0.0006 	 -0.5426
331 	 26.3 	 0.0006 	 -0.5472
332 	 26.3 	 0.0006 	 -0.5499
333 	 27.9 	 0.0006 	 -0.5457
334 	 26.3 	 0.0006 	 -0.5450
335 	 26.3 	 0.0006 	 -0.5449
336 	 27.9 	 0.0006 	 -0.5339
337 	 26.4 	 0.0006 	 -0.5401
338 	 26.3 	 0.0006 	 -0.5457
339 	 26.3 	 0.0006 	 -0.5421
340 	 27.9 	 0.0006 	 -0.5435
341 	 26.3 	 0.0006 	 -0.5514
342 	 26.3 	 0.0006 	 -0.5480
343 	 27.8 	 0.0006 	 -0.5506
344 	 26.3 	 0.0006 	 -0.5459
345 	 26.3 	 0.0004 	 -0.5489
346 	 27.9 	 0.0004 	 -0.5494
347 	 26.3 	 0.0004 	 -0.5578
348 	 26.3 	 0.0004 	 -0.5531
349 	 26.3 	 0.0004 	 -0.5548
350 	 27.9 	 0.0004 	 -0.5532
351 	 26.4 	 0.0004 	 -0.5534
352 	 26.4 	 0.0004 	 -0.5549
353 	 27.9 	 0.0004 	 -0.5536
354 	 26.3 	 0.0004 	 -0.5550
355 	 26.3 	 0.0004 	 -0.5541
356 	 27.8 	 0.0004 	 -0.5558
357 	 26.3 	 0.0004 	 -0.5552
358 	 26.3 	 0.0004 	 -0.5556
359 	 26.3 	 0.0004 	 -0.5533
360 	 27.9 	 0.0004 	 -0.5550
361 	 26.2 	 0.0004 	 -0.5545
362 	 26.3 	 0.0004 	 -0.5535
363 	 27.8 	 0.0004 	 -0.5525
364 	 26.2 	 0.0004 	 -0.5556
365 	 26.3 	 0.0004 	 -0.5555
366 	 27.8 	 0.0004 	 -0.5557
367 	 26.4 	 0.0004 	 -0.5581
368 	 26.3 	 0.0004 	 -0.5582
369 	 26.3 	 0.0004 	 -0.5557
370 	 27.9 	 0.0004 	 -0.5586
371 	 26.2 	 0.0004 	 -0.5603
372 	 26.3 	 0.0004 	 -0.5597
373 	 27.9 	 0.0004 	 -0.5570
374 	 26.3 	 0.0004 	 -0.5598
375 	 26.3 	 0.0004 	 -0.5612
376 	 27.9 	 0.0002 	 -0.5597
377 	 26.3 	 0.0002 	 -0.5619
378 	 26.4 	 0.0002 	 -0.5615
379 	 26.3 	 0.0002 	 -0.5622
380 	 27.9 	 0.0002 	 -0.5605
381 	 26.2 	 0.0002 	 -0.5635
382 	 26.4 	 0.0002 	 -0.5584
383 	 27.9 	 0.0002 	 -0.5651
384 	 26.3 	 0.0002 	 -0.5633
385 	 26.3 	 0.0002 	 -0.5630
386 	 27.9 	 0.0002 	 -0.5641
387 	 26.3 	 0.0002 	 -0.5623
388 	 26.3 	 0.0002 	 -0.5636
389 	 26.3 	 0.0002 	 -0.5650
390 	 27.9 	 0.0002 	 -0.5645
391 	 26.2 	 0.0002 	 -0.5634
392 	 26.3 	 0.0002 	 -0.5628
393 	 27.9 	 0.0002 	 -0.5638
394 	 26.3 	 0.0002 	 -0.5619
395 	 26.3 	 0.0002 	 -0.5652
396 	 27.8 	 0.0002 	 -0.5632
397 	 26.3 	 0.0002 	 -0.5636
398 	 26.3 	 0.0002 	 -0.5653
399 	 26.3 	 0.0002 	 -0.5665
Total train time: 191.3828 minutes
