Namespace(activation='maxmin', batch_size=500, block_size=8, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=400, eval_num=100, init_channels=32, lln=False, loss='l1', loss_scale='1.0', lr_drop=200, lr_max=0.2, lr_min=0.0001, momentum=0.9, n=15000, opt_level='O2', out_dir='ISO_cifar10_l1_8_soc_32_maxmin', seed=0, weight_decay=0.0005, workers=4)
Epoch 	 Seconds 	 LR 	 Train Loss
100 	 28.1 	 0.0432 	 -0.2380
101 	 26.5 	 0.0432 	 -0.2861
102 	 26.5 	 0.0432 	 -0.2911
103 	 28.1 	 0.0432 	 -0.2826
104 	 26.5 	 0.0432 	 -0.2770
105 	 26.4 	 0.0432 	 -0.2965
106 	 28.0 	 0.0432 	 -0.2848
107 	 26.5 	 0.0432 	 -0.2836
108 	 26.5 	 0.0432 	 -0.2620
109 	 26.5 	 0.0432 	 -0.3213
110 	 28.1 	 0.0432 	 -0.1949
111 	 26.4 	 0.0432 	 -0.2322
112 	 26.5 	 0.0432 	 -0.2528
113 	 28.1 	 0.0432 	 -0.2695
114 	 26.4 	 0.0432 	 -0.2788
115 	 26.5 	 0.0432 	 -0.2937
116 	 28.1 	 0.0432 	 -0.2861
117 	 26.5 	 0.0432 	 -0.3045
118 	 26.5 	 0.0432 	 -0.2063
119 	 26.5 	 0.0432 	 -0.2705
120 	 28.2 	 0.0432 	 -0.2976
121 	 26.5 	 0.0432 	 -0.2828
122 	 26.4 	 0.0432 	 -0.2939
123 	 28.0 	 0.0432 	 -0.2425
124 	 26.7 	 0.0432 	 -0.2458
125 	 26.4 	 0.0432 	 -0.2841
126 	 28.0 	 0.0432 	 -0.3040
127 	 26.5 	 0.0432 	 -0.2804
128 	 26.5 	 0.0432 	 -0.2580
129 	 26.5 	 0.0432 	 -0.2313
130 	 28.1 	 0.0432 	 -0.2928
131 	 26.5 	 0.0432 	 -0.1645
132 	 26.5 	 0.0432 	 -0.2853
133 	 28.1 	 0.0432 	 -0.2424
134 	 26.5 	 0.0432 	 -0.2772
135 	 26.5 	 0.0432 	 -0.2459
136 	 28.0 	 0.0432 	 -0.2492
137 	 26.5 	 0.0432 	 -0.2229
138 	 26.5 	 0.0432 	 -0.2309
139 	 26.5 	 0.0432 	 -0.2604
140 	 28.1 	 0.0259 	 -0.2601
141 	 26.4 	 0.0259 	 -0.2795
142 	 26.4 	 0.0259 	 -0.3078
143 	 28.0 	 0.0259 	 -0.3026
144 	 26.4 	 0.0259 	 -0.3232
145 	 26.5 	 0.0259 	 -0.3191
146 	 28.1 	 0.0259 	 -0.3268
147 	 26.5 	 0.0259 	 -0.3234
148 	 26.5 	 0.0259 	 -0.2970
149 	 26.5 	 0.0259 	 -0.3375
150 	 28.1 	 0.0259 	 -0.3546
151 	 26.5 	 0.0259 	 -0.3412
152 	 26.5 	 0.0259 	 -0.3306
153 	 28.1 	 0.0259 	 -0.3442
154 	 26.5 	 0.0259 	 -0.3466
155 	 26.5 	 0.0259 	 -0.3396
156 	 28.1 	 0.0259 	 -0.3537
157 	 26.5 	 0.0259 	 -0.3636
158 	 26.5 	 0.0259 	 -0.3477
159 	 26.5 	 0.0259 	 -0.3256
160 	 28.1 	 0.0259 	 -0.3241
161 	 26.5 	 0.0259 	 -0.3508
162 	 26.4 	 0.0259 	 -0.3327
163 	 28.0 	 0.0259 	 -0.3500
164 	 26.5 	 0.0259 	 -0.3416
165 	 26.4 	 0.0259 	 -0.3006
166 	 28.1 	 0.0259 	 -0.3514
167 	 26.5 	 0.0259 	 -0.3528
168 	 26.5 	 0.0259 	 -0.3371
169 	 26.5 	 0.0259 	 -0.3599
170 	 28.1 	 0.0259 	 -0.3398
171 	 26.4 	 0.0259 	 -0.3194
172 	 26.5 	 0.0259 	 -0.3291
173 	 28.1 	 0.0259 	 -0.3312
174 	 26.4 	 0.0259 	 -0.3363
175 	 26.5 	 0.0259 	 -0.3026
176 	 28.1 	 0.0259 	 -0.3531
177 	 26.5 	 0.0259 	 -0.3493
178 	 26.5 	 0.0259 	 -0.3220
179 	 26.5 	 0.0259 	 -0.3458
180 	 28.1 	 0.0259 	 -0.3609
181 	 26.5 	 0.0259 	 -0.3676
182 	 26.5 	 0.0259 	 -0.3244
183 	 28.1 	 0.0259 	 -0.3267
184 	 26.5 	 0.0259 	 -0.3570
185 	 26.4 	 0.0259 	 -0.3436
186 	 28.1 	 0.0259 	 -0.3154
187 	 26.5 	 0.0259 	 -0.3396
188 	 26.5 	 0.0259 	 -0.3477
189 	 26.5 	 0.0259 	 -0.3252
190 	 28.1 	 0.0259 	 -0.3548
191 	 26.5 	 0.0259 	 -0.3465
192 	 26.4 	 0.0259 	 -0.3502
193 	 28.1 	 0.0259 	 -0.3303
194 	 26.5 	 0.0259 	 -0.3494
195 	 26.4 	 0.0259 	 -0.3619
196 	 28.1 	 0.0259 	 -0.3203
197 	 26.5 	 0.0259 	 -0.3286
198 	 26.5 	 0.0259 	 -0.3324
199 	 26.5 	 0.0259 	 -0.3315
200 	 28.1 	 0.0259 	 -0.3401
201 	 26.5 	 0.0259 	 -0.3515
202 	 26.5 	 0.0259 	 -0.3571
203 	 28.1 	 0.0259 	 -0.3476
204 	 26.4 	 0.0259 	 -0.3572
205 	 26.5 	 0.0259 	 -0.3495
206 	 28.0 	 0.0259 	 -0.3634
207 	 26.5 	 0.0259 	 -0.3355
208 	 26.5 	 0.0259 	 -0.3342
209 	 26.5 	 0.0259 	 -0.3404
210 	 28.1 	 0.0259 	 -0.2675
211 	 26.4 	 0.0259 	 -0.3373
212 	 26.5 	 0.0156 	 -0.3003
213 	 28.1 	 0.0156 	 -0.3654
214 	 26.5 	 0.0156 	 -0.3780
215 	 26.5 	 0.0156 	 -0.3991
216 	 28.0 	 0.0156 	 -0.3996
217 	 26.5 	 0.0156 	 -0.4057
218 	 26.5 	 0.0156 	 -0.4023
219 	 26.5 	 0.0156 	 -0.4004
220 	 28.1 	 0.0156 	 -0.4019
221 	 26.4 	 0.0156 	 -0.4035
222 	 26.5 	 0.0156 	 -0.4004
223 	 28.0 	 0.0156 	 -0.3974
224 	 26.4 	 0.0156 	 -0.3983
225 	 26.5 	 0.0156 	 -0.3718
226 	 28.1 	 0.0156 	 -0.3933
227 	 26.5 	 0.0156 	 -0.3983
228 	 26.5 	 0.0156 	 -0.4044
229 	 26.5 	 0.0156 	 -0.4080
230 	 28.1 	 0.0156 	 -0.4078
231 	 26.5 	 0.0156 	 -0.4024
232 	 26.4 	 0.0156 	 -0.3975
233 	 28.1 	 0.0156 	 -0.3701
234 	 26.5 	 0.0156 	 -0.3626
235 	 26.5 	 0.0156 	 -0.3663
236 	 28.1 	 0.0156 	 -0.3896
237 	 26.4 	 0.0156 	 -0.3947
238 	 26.5 	 0.0156 	 -0.3750
239 	 26.5 	 0.0156 	 -0.3706
240 	 28.1 	 0.0156 	 -0.3966
241 	 26.5 	 0.0156 	 -0.3905
242 	 26.5 	 0.0156 	 -0.4086
243 	 28.1 	 0.0156 	 -0.3963
244 	 26.4 	 0.0156 	 -0.4113
245 	 26.5 	 0.0156 	 -0.4114
246 	 28.0 	 0.0156 	 -0.4005
247 	 26.5 	 0.0156 	 -0.3448
248 	 26.5 	 0.0156 	 -0.3978
249 	 26.5 	 0.0156 	 -0.4014
250 	 28.1 	 0.0156 	 -0.4006
251 	 26.5 	 0.0156 	 -0.3866
252 	 26.5 	 0.0156 	 -0.3882
253 	 28.1 	 0.0156 	 -0.4121
254 	 26.5 	 0.0156 	 -0.3929
255 	 26.5 	 0.0156 	 -0.4052
256 	 28.1 	 0.0156 	 -0.4099
257 	 26.5 	 0.0156 	 -0.3908
258 	 26.4 	 0.0156 	 -0.3864
259 	 26.4 	 0.0156 	 -0.3812
260 	 28.1 	 0.0156 	 -0.4061
261 	 26.5 	 0.0156 	 -0.3882
262 	 26.5 	 0.0156 	 -0.3960
263 	 28.1 	 0.0156 	 -0.3818
264 	 26.5 	 0.0156 	 -0.4058
265 	 26.5 	 0.0156 	 -0.4095
266 	 28.1 	 0.0156 	 -0.3476
267 	 26.6 	 0.0156 	 -0.3902
268 	 26.5 	 0.0156 	 -0.4004
269 	 26.5 	 0.0156 	 -0.3841
270 	 28.1 	 0.0156 	 -0.3915
271 	 26.5 	 0.0156 	 -0.4021
272 	 26.5 	 0.0156 	 -0.3840
273 	 28.1 	 0.0156 	 -0.4151
274 	 26.5 	 0.0156 	 -0.3728
275 	 26.5 	 0.0156 	 -0.4064
276 	 28.0 	 0.0156 	 -0.3719
277 	 26.5 	 0.0156 	 -0.4135
278 	 26.5 	 0.0156 	 -0.3443
279 	 26.5 	 0.0156 	 -0.3926
280 	 28.1 	 0.0156 	 -0.3871
281 	 26.5 	 0.0156 	 -0.4039
282 	 26.5 	 0.0156 	 -0.3940
283 	 28.0 	 0.0156 	 -0.3622
284 	 26.5 	 0.0156 	 -0.3983
285 	 26.5 	 0.0156 	 -0.4056
286 	 28.1 	 0.0156 	 -0.4110
287 	 26.5 	 0.0156 	 -0.3899
288 	 26.5 	 0.0156 	 -0.4126
289 	 26.5 	 0.0156 	 -0.3995
290 	 28.1 	 0.0156 	 -0.3748
291 	 26.5 	 0.0156 	 -0.4007
292 	 26.5 	 0.0156 	 -0.4075
293 	 28.0 	 0.0156 	 -0.3933
294 	 26.5 	 0.0156 	 -0.4215
295 	 26.5 	 0.0156 	 -0.3917
296 	 28.0 	 0.0156 	 -0.3956
297 	 26.5 	 0.0156 	 -0.4056
298 	 26.5 	 0.0156 	 -0.4073
299 	 26.4 	 0.0156 	 -0.3993
300 	 28.1 	 0.0156 	 -0.4171
301 	 26.4 	 0.0156 	 -0.4220
302 	 26.5 	 0.0156 	 -0.4123
303 	 28.1 	 0.0156 	 -0.3775
304 	 26.5 	 0.0156 	 -0.4240
305 	 26.4 	 0.0156 	 -0.4160
306 	 28.0 	 0.0156 	 -0.4062
307 	 26.5 	 0.0156 	 -0.4277
308 	 26.5 	 0.0156 	 -0.4123
309 	 26.5 	 0.0156 	 -0.4345
310 	 28.1 	 0.0156 	 -0.4035
311 	 26.4 	 0.0156 	 -0.4355
312 	 26.4 	 0.0156 	 -0.4209
313 	 28.1 	 0.0156 	 -0.4210
314 	 26.5 	 0.0156 	 -0.3989
315 	 26.4 	 0.0156 	 -0.4203
316 	 28.1 	 0.0156 	 -0.3909
317 	 26.5 	 0.0156 	 -0.4166
318 	 26.5 	 0.0156 	 -0.4109
319 	 26.5 	 0.0156 	 -0.4514
320 	 28.1 	 0.0156 	 -0.4597
321 	 26.4 	 0.0156 	 -0.4594
322 	 26.5 	 0.0156 	 -0.4520
323 	 28.1 	 0.0156 	 -0.4560
324 	 26.4 	 0.0156 	 -0.4792
325 	 26.5 	 0.0156 	 -0.4887
326 	 28.0 	 0.0156 	 -0.4538
327 	 26.5 	 0.0156 	 -0.4609
328 	 26.5 	 0.0156 	 -0.4720
329 	 26.5 	 0.0156 	 -0.5002
330 	 28.1 	 0.0156 	 -0.4756
331 	 26.4 	 0.0156 	 -0.4736
332 	 26.5 	 0.0156 	 -0.4877
333 	 28.0 	 0.0156 	 -0.5166
334 	 26.5 	 0.0156 	 -0.5178
335 	 26.5 	 0.0156 	 -0.5303
336 	 28.1 	 0.0156 	 -0.5426
337 	 26.5 	 0.0156 	 -0.5476
338 	 26.4 	 0.0156 	 -0.5305
339 	 26.5 	 0.0156 	 -0.5587
340 	 28.1 	 0.0156 	 -0.5280
341 	 26.5 	 0.0156 	 -0.5304
342 	 26.5 	 0.0156 	 -0.5450
343 	 28.1 	 0.0156 	 -0.5658
344 	 26.4 	 0.0156 	 -0.5965
345 	 26.4 	 0.0156 	 -0.5750
346 	 28.1 	 0.0156 	 -0.5603
347 	 26.5 	 0.0156 	 -0.6114
348 	 26.4 	 0.0156 	 -0.6038
349 	 26.5 	 0.0156 	 -0.6416
350 	 28.1 	 0.0156 	 -0.6501
351 	 26.5 	 0.0156 	 -0.6133
352 	 26.4 	 0.0156 	 -0.6991
353 	 28.1 	 0.0156 	 -0.6837
354 	 26.5 	 0.0156 	 -0.7040
355 	 26.5 	 0.0156 	 -0.6977
356 	 28.1 	 0.0156 	 -0.7291
357 	 26.5 	 0.0156 	 -0.6692
358 	 26.4 	 0.0156 	 -0.7371
359 	 26.4 	 0.0156 	 -0.7736
360 	 28.1 	 0.0156 	 -0.8206
361 	 26.5 	 0.0156 	 -0.8139
362 	 26.5 	 0.0156 	 -0.8577
363 	 28.1 	 0.0156 	 -0.9137
364 	 26.5 	 0.0156 	 -0.9080
365 	 26.5 	 0.0156 	 -0.9516
366 	 28.1 	 0.0156 	 -0.9849
367 	 26.5 	 0.0156 	 -1.0124
368 	 26.4 	 0.0156 	 -1.0184
369 	 26.4 	 0.0156 	 -1.0253
370 	 28.1 	 0.0156 	 -1.0899
371 	 26.5 	 0.0156 	 -1.0788
372 	 26.5 	 0.0156 	 -1.1486
373 	 28.1 	 0.0156 	 -1.1313
374 	 26.5 	 0.0156 	 -1.1823
375 	 26.6 	 0.0156 	 -1.1959
376 	 28.1 	 0.0156 	 -1.2847
377 	 26.5 	 0.0156 	 -1.3440
378 	 26.5 	 0.0156 	 -1.3944
379 	 26.5 	 0.0156 	 -1.3659
380 	 28.1 	 0.0156 	 -1.3818
381 	 26.5 	 0.0156 	 -1.4340
382 	 26.5 	 0.0156 	 -1.3030
383 	 28.1 	 0.0156 	 -1.4828
384 	 26.4 	 0.0156 	 -1.5222
385 	 26.5 	 0.0156 	 -1.5498
386 	 28.1 	 0.0156 	 -1.5723
387 	 26.5 	 0.0156 	 -1.6282
388 	 26.5 	 0.0156 	 -1.6096
389 	 26.5 	 0.0156 	 -1.7398
390 	 28.1 	 0.0156 	 -1.6932
391 	 26.5 	 0.0156 	 -1.7972
392 	 26.5 	 0.0156 	 -1.8477
393 	 28.1 	 0.0156 	 -1.8675
394 	 26.5 	 0.0156 	 -1.9201
395 	 26.5 	 0.0156 	 -1.9379
396 	 28.1 	 0.0156 	 -2.0575
397 	 26.5 	 0.0156 	 -2.0605
398 	 26.5 	 0.0156 	 -2.1198
399 	 26.4 	 0.0156 	 -2.1223
Total train time: 191.4771 minutes
