Namespace(activation='maxmin', batch_size=128, block_size=4, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, n=8000, opt_level='O2', out_dir='LipConvnet_cifar10_n=8000_4_soc_32_maxmin_cr0.0', seed=0, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
70 	 25.9 	 0.1000 	 -0.9472 	 -0.8763
71 	 26.7 	 0.1000 	 -0.7244 	 -0.7207
72 	 27.3 	 0.1000 	 -0.7586 	 -0.9440
73 	 26.7 	 0.1000 	 -0.6346 	 -0.6859
74 	 26.7 	 0.1000 	 -0.9390 	 -0.7333
75 	 25.9 	 0.1000 	 -0.7346 	 -0.7431
76 	 26.7 	 0.1000 	 -0.7159 	 -0.9189
77 	 26.7 	 0.1000 	 -0.8484 	 -0.8201
78 	 26.0 	 0.1000 	 -0.6875 	 -0.7287
79 	 26.8 	 0.1000 	 -0.8300 	 -0.5837
80 	 26.7 	 0.1000 	 -0.6997 	 -0.7035
81 	 25.9 	 0.1000 	 -0.6000 	 -0.8329
82 	 26.7 	 0.1000 	 -0.7875 	 -0.7442
83 	 25.9 	 0.1000 	 -0.7782 	 -0.7578
84 	 26.7 	 0.1000 	 -0.7240 	 -0.7916
85 	 26.7 	 0.1000 	 -0.8047 	 -0.7410
86 	 25.9 	 0.1000 	 -0.6415 	 -0.6501
87 	 26.7 	 0.1000 	 -0.6754 	 -0.8181
88 	 26.7 	 0.1000 	 -0.8128 	 -0.7031
89 	 25.9 	 0.1000 	 -0.8772 	 -0.8753
90 	 26.7 	 0.1000 	 -0.8057 	 -0.7307
91 	 25.9 	 0.1000 	 -0.8805 	 -0.9194
92 	 26.7 	 0.1000 	 -0.6480 	 -0.6484
93 	 26.7 	 0.1000 	 -0.8355 	 -0.6381
94 	 25.9 	 0.1000 	 -0.8494 	 -0.8798
95 	 26.7 	 0.1000 	 -0.7923 	 -0.6879
96 	 26.7 	 0.1000 	 -0.8217 	 -0.7387
97 	 25.9 	 0.1000 	 -0.8375 	 -0.8550
98 	 26.7 	 0.1000 	 -0.7925 	 -0.6186
99 	 25.9 	 0.0100 	 -0.7043 	 -0.5750
100 	 26.7 	 0.0100 	 -0.8131 	 -0.7873
101 	 26.7 	 0.0100 	 -0.8065 	 -0.8230
102 	 25.9 	 0.0100 	 -0.8428 	 -0.8066
103 	 26.7 	 0.0100 	 -0.9919 	 -0.7656
104 	 26.7 	 0.0100 	 -0.9168 	 -0.7947
105 	 25.9 	 0.0100 	 -0.8004 	 -0.9077
106 	 26.7 	 0.0100 	 -0.7478 	 -0.8940
107 	 26.7 	 0.0100 	 -0.8292 	 -0.7768
108 	 25.9 	 0.0100 	 -0.7908 	 -0.7337
109 	 26.7 	 0.0100 	 -0.9601 	 -0.8884
110 	 26.0 	 0.0100 	 -0.9230 	 -0.7064
111 	 26.7 	 0.0100 	 -0.9671 	 -0.8242
112 	 26.8 	 0.0100 	 -1.0097 	 -0.8323
113 	 28.0 	 0.0100 	 -0.8134 	 -0.9526
114 	 26.7 	 0.0100 	 -0.8906 	 -0.8136
115 	 26.7 	 0.0100 	 -0.8397 	 -0.8965
116 	 25.9 	 0.0100 	 -0.8245 	 -0.8734
117 	 26.7 	 0.0100 	 -0.8629 	 -0.8403
118 	 26.0 	 0.0100 	 -0.8365 	 -0.6859
119 	 26.8 	 0.0100 	 -0.7970 	 -0.7665
120 	 26.7 	 0.0100 	 -0.9159 	 -0.7760
121 	 25.9 	 0.0100 	 -0.9831 	 -0.7753
122 	 26.7 	 0.0100 	 -0.7953 	 -0.7418
123 	 26.7 	 0.0100 	 -0.9131 	 -0.8742
124 	 26.0 	 0.0100 	 -1.0972 	 -0.8403
125 	 26.7 	 0.0100 	 -0.7191 	 -0.8415
126 	 26.7 	 0.0100 	 -0.8517 	 -0.7530
127 	 27.3 	 0.0100 	 -0.9977 	 -1.0109
128 	 26.8 	 0.0100 	 -0.8894 	 -0.7983
129 	 25.9 	 0.0100 	 -0.9746 	 -0.8689
130 	 26.9 	 0.0100 	 -0.9274 	 -0.8510
131 	 26.7 	 0.0100 	 -0.7958 	 -0.8369
132 	 26.0 	 0.0100 	 -0.8485 	 -0.8421
133 	 26.7 	 0.0100 	 -0.7015 	 -0.9153
134 	 26.7 	 0.0100 	 -0.9163 	 -0.8900
135 	 25.9 	 0.0100 	 -0.8255 	 -0.8329
136 	 26.8 	 0.0100 	 -0.8856 	 -0.8870
137 	 25.9 	 0.0100 	 -0.6936 	 -0.8356
138 	 26.7 	 0.0100 	 -0.8218 	 -0.7301
139 	 26.7 	 0.0100 	 -0.9451 	 -0.7259
140 	 25.9 	 0.0100 	 -0.7920 	 -0.9054
141 	 26.7 	 0.0100 	 -0.8189 	 -0.8705
142 	 26.7 	 0.0100 	 -0.9624 	 -0.7725
143 	 26.0 	 0.0100 	 -0.8353 	 -0.9290
144 	 26.7 	 0.0100 	 -0.8941 	 -0.9102
145 	 26.0 	 0.0100 	 -0.9105 	 -0.8595
146 	 26.7 	 0.0100 	 -0.9443 	 -0.8617
147 	 26.7 	 0.0100 	 -1.0125 	 -0.8104
148 	 25.9 	 0.0100 	 -0.7627 	 -0.8593
149 	 26.8 	 0.0010 	 -0.8308 	 -0.9815
150 	 26.7 	 0.0010 	 -0.9156 	 -0.9032
151 	 25.9 	 0.0010 	 -1.0196 	 -0.8880
152 	 26.7 	 0.0010 	 -1.0410 	 -0.9773
153 	 26.7 	 0.0010 	 -1.0042 	 -0.8959
154 	 25.9 	 0.0010 	 -0.8231 	 -0.9050
155 	 26.7 	 0.0010 	 -0.8722 	 -0.9058
156 	 25.9 	 0.0010 	 -1.0371 	 -0.8160
157 	 26.8 	 0.0010 	 -0.8725 	 -0.9875
158 	 26.8 	 0.0010 	 -0.7550 	 -0.8638
159 	 26.0 	 0.0010 	 -0.8917 	 -0.8036
160 	 26.7 	 0.0010 	 -1.1660 	 -0.9823
161 	 26.8 	 0.0010 	 -0.9515 	 -0.9840
162 	 25.9 	 0.0010 	 -1.1324 	 -0.8229
163 	 26.7 	 0.0010 	 -0.9922 	 -0.8121
164 	 25.9 	 0.0010 	 -0.9899 	 -0.7911
165 	 26.7 	 0.0010 	 -0.8711 	 -0.7077
166 	 26.7 	 0.0010 	 -0.9259 	 -0.7441
167 	 25.9 	 0.0010 	 -0.8243 	 -0.9987
168 	 26.7 	 0.0010 	 -0.7693 	 -0.6642
169 	 26.8 	 0.0010 	 -0.9143 	 -0.7337
170 	 25.9 	 0.0010 	 -0.8480 	 -0.8529
171 	 26.7 	 0.0010 	 -1.1498 	 -0.7865
172 	 25.9 	 0.0010 	 -0.9395 	 -0.8275
173 	 26.7 	 0.0010 	 -0.7955 	 -0.6707
174 	 26.7 	 0.0010 	 -0.8577 	 -0.8814
175 	 25.9 	 0.0010 	 -0.8491 	 -0.8538
176 	 26.7 	 0.0010 	 -0.7991 	 -0.9904
177 	 26.7 	 0.0010 	 -0.8387 	 -0.7873
178 	 25.9 	 0.0010 	 -0.8684 	 -0.8396
179 	 26.7 	 0.0010 	 -0.8108 	 -0.8217
180 	 26.7 	 0.0010 	 -0.9034 	 -0.7927
181 	 25.9 	 0.0010 	 -0.8284 	 -0.7868
182 	 26.8 	 0.0010 	 -0.9900 	 -0.8604
183 	 25.9 	 0.0010 	 -0.9232 	 -0.9207
184 	 26.7 	 0.0010 	 -0.9608 	 -0.8734
185 	 26.7 	 0.0010 	 -0.7810 	 -0.9270
186 	 25.9 	 0.0010 	 -0.9494 	 -0.7704
187 	 26.8 	 0.0010 	 -0.9621 	 -0.7807
188 	 26.7 	 0.0010 	 -0.8616 	 -0.7325
189 	 26.0 	 0.0010 	 -0.8806 	 -0.8797
190 	 26.7 	 0.0010 	 -0.9592 	 -0.9530
191 	 25.9 	 0.0010 	 -0.8004 	 -0.7452
192 	 26.7 	 0.0010 	 -0.7949 	 -0.7755
193 	 26.8 	 0.0010 	 -0.9076 	 -0.8473
194 	 25.8 	 0.0010 	 -1.1122 	 -0.8329
195 	 26.7 	 0.0010 	 -0.9283 	 -0.9259
196 	 26.7 	 0.0010 	 -0.7362 	 -0.7674
197 	 25.9 	 0.0010 	 -0.8576 	 -0.6846
198 	 26.8 	 0.0010 	 -0.8856 	 -0.7980
199 	 25.9 	 0.0010 	 -0.8849 	 -0.9320
Total train time: 95.0937 minutes
Best Epoch 	 Test Loss 	 Test Time
127 	 -0.7999 	 8.0404
Last Epoch 	 Test Loss 	 Test Time
199 	 -0.9444 	 8.0022
