Namespace(activation='maxmin', batch_size=128, block_size=1, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, n=50, opt_level='O2', out_dir='LNNIso_cifar10_n=50_1_soc_32_maxmin_cr0.0', seed=0, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
95 	 20.9 	 0.1000 	 -1.7730 	 -0.2124
96 	 20.8 	 0.1000 	 -2.2236 	 -0.7685
97 	 20.8 	 0.1000 	 -3.2115 	 -1.3256
98 	 20.8 	 0.1000 	 -2.5239 	 -0.3862
99 	 20.8 	 0.0100 	 -3.5134 	 -0.5514
100 	 20.8 	 0.0100 	 -2.7488 	 -0.1890
101 	 20.8 	 0.0100 	 -2.1452 	 -0.0759
102 	 20.9 	 0.0100 	 -1.2416 	 -0.6644
103 	 20.8 	 0.0100 	 -10.4249 	 -3.4540
104 	 20.8 	 0.0100 	 -2.2900 	 -1.6299
105 	 20.8 	 0.0100 	 -3.6404 	 -3.5609
106 	 20.8 	 0.0100 	 -0.7812 	 -2.6882
107 	 20.8 	 0.0100 	 -1.0212 	 -0.7121
108 	 20.8 	 0.0100 	 -2.5287 	 -1.1277
109 	 20.8 	 0.0100 	 -2.2555 	 -0.7769
110 	 20.8 	 0.0100 	 -0.2136 	 -1.4180
111 	 20.8 	 0.0100 	 -1.2016 	 -0.7041
112 	 20.9 	 0.0100 	 -2.0791 	 -0.1018
113 	 20.9 	 0.0100 	 -2.7973 	 -3.3014
114 	 20.9 	 0.0100 	 -4.9175 	 -0.8578
115 	 20.8 	 0.0100 	 -0.4574 	 -0.3424
116 	 20.9 	 0.0100 	 -5.5661 	 -2.8056
117 	 20.9 	 0.0100 	 -0.5163 	 -0.1815
118 	 20.9 	 0.0100 	 -0.2927 	 -1.3693
119 	 20.8 	 0.0100 	 -5.1211 	 -1.2785
120 	 20.8 	 0.0100 	 -2.2644 	 -0.2506
121 	 20.8 	 0.0100 	 -0.5569 	 -0.8858
122 	 20.8 	 0.0100 	 -1.7422 	 -0.3677
123 	 20.9 	 0.0100 	 -7.8248 	 -0.3042
124 	 20.8 	 0.0100 	 -0.6045 	 -3.2348
125 	 20.8 	 0.0100 	 -0.3984 	 -0.3446
126 	 20.8 	 0.0100 	 -6.5700 	 -2.5604
127 	 20.9 	 0.0100 	 -4.4634 	 -2.0819
128 	 20.8 	 0.0100 	 -1.5614 	 -1.8280
129 	 20.8 	 0.0100 	 -2.2692 	 -3.6018
130 	 20.9 	 0.0100 	 -3.3781 	 -1.5412
131 	 20.8 	 0.0100 	 -4.4661 	 -3.3079
132 	 20.8 	 0.0100 	 -0.7820 	 -3.0600
133 	 20.9 	 0.0100 	 -0.3582 	 -0.0158
134 	 20.9 	 0.0100 	 -0.5322 	 -0.0435
135 	 20.8 	 0.0100 	 -0.9314 	 -0.2187
136 	 20.8 	 0.0100 	 -3.0676 	 -2.0930
137 	 20.9 	 0.0100 	 -2.2320 	 -2.4790
138 	 20.8 	 0.0100 	 -5.7059 	 -0.3994
139 	 20.8 	 0.0100 	 -0.0209 	 -0.4146
140 	 20.9 	 0.0100 	 -1.1129 	 -2.2333
141 	 20.8 	 0.0100 	 -5.5514 	 -3.1301
142 	 20.9 	 0.0100 	 -4.5753 	 -2.3160
143 	 20.8 	 0.0100 	 -1.2650 	 -2.0561
144 	 20.8 	 0.0100 	 -1.4623 	 -1.8164
145 	 20.8 	 0.0100 	 -4.7791 	 -0.8123
146 	 20.8 	 0.0100 	 -2.5002 	 -0.2528
147 	 20.8 	 0.0100 	 -2.6736 	 -1.7956
148 	 20.9 	 0.0100 	 -2.5034 	 -1.0933
149 	 20.8 	 0.0010 	 -6.0670 	 -1.6876
150 	 20.9 	 0.0010 	 -4.7715 	 -0.3132
151 	 21.3 	 0.0010 	 -3.9873 	 -4.0553
152 	 20.8 	 0.0010 	 -0.6964 	 -0.7710
153 	 20.9 	 0.0010 	 -1.7847 	 -2.7281
154 	 20.8 	 0.0010 	 -0.6934 	 -1.0160
155 	 20.8 	 0.0010 	 -3.4586 	 -3.0652
156 	 20.8 	 0.0010 	 -4.9300 	 -3.8468
157 	 20.8 	 0.0010 	 -2.2833 	 -1.3377
158 	 20.8 	 0.0010 	 -3.2677 	 -0.0121
159 	 20.9 	 0.0010 	 -3.6994 	 -1.0531
160 	 20.9 	 0.0010 	 -2.0467 	 -0.1680
161 	 20.9 	 0.0010 	 -2.2617 	 -0.4330
162 	 20.8 	 0.0010 	 -1.1472 	 -1.9581
163 	 20.8 	 0.0010 	 -0.5110 	 -2.4307
164 	 20.8 	 0.0010 	 -2.9516 	 -0.6830
165 	 20.8 	 0.0010 	 -8.3928 	 -1.0545
166 	 20.8 	 0.0010 	 -1.6350 	 -1.0445
167 	 20.9 	 0.0010 	 -3.2247 	 -2.6839
168 	 20.8 	 0.0010 	 -0.2877 	 -1.4383
169 	 20.8 	 0.0010 	 -4.2277 	 -0.4531
170 	 20.8 	 0.0010 	 -3.9562 	 -1.2070
171 	 20.8 	 0.0010 	 -0.7887 	 -0.8415
172 	 20.9 	 0.0010 	 -2.0242 	 -1.5296
173 	 20.8 	 0.0010 	 -2.3645 	 -0.9231
174 	 20.9 	 0.0010 	 -2.9243 	 -0.0125
175 	 20.9 	 0.0010 	 -0.9704 	 -1.4735
176 	 20.9 	 0.0010 	 -5.7755 	 -2.1844
177 	 20.9 	 0.0010 	 -4.2094 	 -0.5911
178 	 20.8 	 0.0010 	 -2.7719 	 -0.1377
179 	 20.8 	 0.0010 	 -2.7092 	 -0.4139
180 	 20.9 	 0.0010 	 -6.0136 	 -0.1863
181 	 20.9 	 0.0010 	 -2.2341 	 -2.0289
182 	 20.8 	 0.0010 	 -0.0264 	 -1.4120
183 	 20.8 	 0.0010 	 -2.6367 	 -0.5233
184 	 20.8 	 0.0010 	 -0.5209 	 -2.5655
185 	 20.8 	 0.0010 	 -1.1095 	 -2.1464
186 	 20.8 	 0.0010 	 -1.0178 	 -0.1600
187 	 20.8 	 0.0010 	 -1.1667 	 -1.7154
188 	 20.9 	 0.0010 	 -2.6434 	 -0.6953
189 	 20.9 	 0.0010 	 -0.9095 	 -2.7089
190 	 20.8 	 0.0010 	 -2.1739 	 -0.9211
191 	 20.9 	 0.0010 	 -3.0327 	 -1.2309
192 	 20.9 	 0.0010 	 -0.4406 	 -2.8435
193 	 20.9 	 0.0010 	 -1.8305 	 -0.7761
194 	 20.9 	 0.0010 	 -2.4098 	 -1.9228
195 	 20.9 	 0.0010 	 -0.4547 	 -2.7899
196 	 20.9 	 0.0010 	 -1.4200 	 -1.8579
197 	 20.8 	 0.0010 	 -1.7009 	 -2.1452
198 	 20.8 	 0.0010 	 -5.5977 	 -1.8147
199 	 20.9 	 0.0010 	 -0.7711 	 -2.1158
Total train time: 74.2736 minutes
Best Epoch 	 Test Loss 	 Test Time
151 	 -0.8083 	 4.1989
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
199 	 -1.3844 	 0.1108 	 0.0428 	 0.0072 	 0.0004 	 0.1292 	 4.1835
