Namespace(activation='maxmin', batch_size=128, block_size=1, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, n=100, opt_level='O2', out_dir='LNNIso_cifar10_n=100_1_soc_32_maxmin_cr0.0', seed=0, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
147 	 20.7 	 0.0100 	 -1.3593 	 -0.0664
148 	 20.7 	 0.0100 	 -0.4433 	 -1.6004
149 	 20.7 	 0.0010 	 -3.2102 	 -0.2866
150 	 20.8 	 0.0010 	 -0.5609 	 -0.7634
151 	 20.8 	 0.0010 	 -0.9473 	 -0.0967
152 	 20.8 	 0.0010 	 -0.0266 	 -0.2861
153 	 20.7 	 0.0010 	 -2.3311 	 -0.5734
154 	 20.7 	 0.0010 	 -2.4914 	 -1.1545
155 	 20.8 	 0.0010 	 -1.1667 	 -0.2295
156 	 20.8 	 0.0010 	 -4.2362 	 -0.6746
157 	 20.7 	 0.0010 	 -4.2039 	 -1.4265
158 	 20.7 	 0.0010 	 -2.1048 	 -1.4771
159 	 20.7 	 0.0010 	 -0.5867 	 -0.4265
160 	 20.7 	 0.0010 	 -1.8712 	 -1.0820
161 	 20.7 	 0.0010 	 -1.8934 	 -0.1476
162 	 20.8 	 0.0010 	 -1.7816 	 -1.7061
163 	 20.7 	 0.0010 	 -1.4649 	 -0.5971
164 	 20.7 	 0.0010 	 -4.0202 	 -1.0081
165 	 20.8 	 0.0010 	 -1.6558 	 -0.9131
166 	 20.7 	 0.0010 	 -1.6297 	 -0.6692
167 	 20.8 	 0.0010 	 -4.0773 	 -0.9007
168 	 20.7 	 0.0010 	 -0.4799 	 -0.0051
169 	 20.8 	 0.0010 	 -1.4462 	 -0.9614
170 	 20.7 	 0.0010 	 -1.7827 	 -1.0596
171 	 20.8 	 0.0010 	 -1.6531 	 -2.0420
172 	 20.8 	 0.0010 	 -1.3493 	 -1.0563
173 	 20.7 	 0.0010 	 -0.7206 	 -0.1133
174 	 20.7 	 0.0010 	 -3.1091 	 -0.3111
175 	 20.7 	 0.0010 	 -2.7931 	 -0.8153
176 	 20.7 	 0.0010 	 -1.2285 	 -1.1122
177 	 20.8 	 0.0010 	 -1.6012 	 -1.2770
178 	 20.7 	 0.0010 	 -2.8408 	 -0.5547
179 	 20.8 	 0.0010 	 -2.2322 	 -0.5858
180 	 20.7 	 0.0010 	 -0.6435 	 -0.6282
181 	 20.9 	 0.0010 	 -1.0083 	 -0.4854
182 	 20.8 	 0.0010 	 -1.5828 	 -1.8424
183 	 20.7 	 0.0010 	 -0.9668 	 -0.1830
184 	 20.7 	 0.0010 	 -0.1398 	 -0.2711
185 	 20.7 	 0.0010 	 -3.7623 	 -0.9012
186 	 20.8 	 0.0010 	 -3.1073 	 -0.5899
187 	 20.7 	 0.0010 	 -1.7752 	 -1.4392
188 	 20.7 	 0.0010 	 -4.3412 	 -0.6242
189 	 20.8 	 0.0010 	 -1.9274 	 -1.3072
190 	 20.7 	 0.0010 	 -0.6509 	 -0.5713
191 	 20.7 	 0.0010 	 -3.4181 	 -0.6556
192 	 20.7 	 0.0010 	 -4.3117 	 -0.1627
193 	 20.8 	 0.0010 	 -2.9525 	 -0.0082
194 	 20.7 	 0.0010 	 -4.6955 	 -0.2245
195 	 20.8 	 0.0010 	 -2.7084 	 -0.9260
196 	 20.7 	 0.0010 	 -2.1170 	 -2.1774
197 	 20.8 	 0.0010 	 -0.2147 	 -1.3389
198 	 20.7 	 0.0010 	 -1.4118 	 -0.0044
199 	 20.7 	 0.0010 	 -2.0344 	 -0.5911
Total train time: 74.0075 minutes
Best Epoch 	 Test Loss 	 Test Time
137 	 -0.2672 	 4.2055
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
199 	 -1.3535 	 0.0853 	 0.0651 	 0.0497 	 0.0369 	 0.3990 	 4.1725
