Namespace(activation='maxmin', batch_size=500, block_size=2, conv_layer='soc', data_dir='./cifar-data', dataset='cifar100', epochs=400, eval_num=100, init_channels=32, lln=False, loss='l1', loss_scale='1.0', lr_drop=200, lr_max=0.1, lr_min=0.0001, momentum=0.9, n=15000, opt_level='O2', out_dir='ISO_cifar100_l1_2_soc_32_maxmin', seed=0, weight_decay=0.0005, workers=4)
Epoch 	 Seconds 	 LR 	 Train Loss
127 	 9.5 	 0.1000 	 -3.4077
128 	 9.5 	 0.1000 	 -3.3760
129 	 9.5 	 0.1000 	 -3.4333
130 	 10.0 	 0.1000 	 -3.4817
131 	 9.5 	 0.1000 	 -3.4963
132 	 9.5 	 0.1000 	 -3.4890
133 	 10.0 	 0.1000 	 -3.5652
134 	 9.5 	 0.1000 	 -3.5451
135 	 9.6 	 0.1000 	 -3.5819
136 	 10.0 	 0.1000 	 -3.6711
137 	 9.5 	 0.1000 	 -3.6683
138 	 9.6 	 0.1000 	 -3.6841
139 	 9.6 	 0.1000 	 -3.7342
140 	 10.0 	 0.1000 	 -3.7320
141 	 9.5 	 0.1000 	 -3.7284
142 	 9.6 	 0.1000 	 -3.7385
143 	 10.0 	 0.1000 	 -3.8078
144 	 9.6 	 0.1000 	 -3.7697
145 	 9.6 	 0.1000 	 -3.8066
146 	 10.0 	 0.1000 	 -3.8714
147 	 9.5 	 0.1000 	 -3.8888
148 	 9.5 	 0.1000 	 -3.8774
149 	 9.6 	 0.1000 	 -3.9015
150 	 10.0 	 0.1000 	 -3.9209
151 	 9.6 	 0.1000 	 -3.8874
152 	 9.5 	 0.1000 	 -3.9540
153 	 10.0 	 0.1000 	 -4.0061
154 	 9.6 	 0.1000 	 -4.0407
155 	 9.5 	 0.1000 	 -4.0524
156 	 10.0 	 0.1000 	 -4.0868
157 	 9.5 	 0.1000 	 -4.1228
158 	 9.5 	 0.1000 	 -4.0945
159 	 9.6 	 0.1000 	 -4.1939
160 	 10.0 	 0.1000 	 -4.1853
161 	 9.6 	 0.1000 	 -4.2125
162 	 9.5 	 0.1000 	 -4.2357
163 	 10.0 	 0.1000 	 -4.1772
164 	 9.5 	 0.1000 	 -4.1752
165 	 9.5 	 0.1000 	 -4.3021
166 	 10.0 	 0.1000 	 -4.2839
167 	 9.5 	 0.1000 	 -4.2753
168 	 9.6 	 0.1000 	 -4.3291
169 	 9.6 	 0.1000 	 -4.3550
170 	 10.0 	 0.1000 	 -4.3309
171 	 9.5 	 0.1000 	 -4.3570
172 	 9.5 	 0.1000 	 -4.3791
173 	 9.9 	 0.1000 	 -4.2994
174 	 9.5 	 0.1000 	 -4.2775
175 	 9.5 	 0.1000 	 -4.4074
176 	 10.0 	 0.1000 	 -4.4452
177 	 9.5 	 0.1000 	 -4.4604
178 	 9.6 	 0.1000 	 -4.3552
179 	 9.6 	 0.1000 	 -4.4700
180 	 9.9 	 0.1000 	 -4.5120
181 	 9.6 	 0.1000 	 -4.4543
182 	 9.5 	 0.1000 	 -4.5432
183 	 10.0 	 0.1000 	 -4.5723
184 	 9.6 	 0.1000 	 -4.5643
185 	 9.6 	 0.1000 	 -4.5845
186 	 9.9 	 0.1000 	 -4.5434
187 	 9.6 	 0.1000 	 -4.6704
188 	 9.5 	 0.1000 	 -4.5700
189 	 9.6 	 0.1000 	 -4.5501
190 	 9.9 	 0.1000 	 -4.6209
191 	 9.6 	 0.1000 	 -4.6666
192 	 9.6 	 0.1000 	 -4.6541
193 	 9.9 	 0.1000 	 -4.6726
194 	 9.5 	 0.1000 	 -4.7208
195 	 9.6 	 0.1000 	 -4.7197
196 	 9.9 	 0.1000 	 -4.6652
197 	 9.6 	 0.1000 	 -4.6362
198 	 9.6 	 0.1000 	 -4.7233
199 	 9.5 	 0.1000 	 -4.7074
200 	 10.0 	 0.1000 	 -4.7941
201 	 9.5 	 0.1000 	 -4.7824
202 	 9.5 	 0.1000 	 -4.7409
203 	 10.0 	 0.1000 	 -4.7869
204 	 9.5 	 0.1000 	 -4.7807
205 	 9.5 	 0.1000 	 -4.8380
206 	 10.0 	 0.1000 	 -4.7524
207 	 9.5 	 0.1000 	 -4.7857
208 	 9.5 	 0.1000 	 -4.8419
209 	 9.6 	 0.1000 	 -4.8847
210 	 10.0 	 0.1000 	 -4.8339
211 	 9.6 	 0.1000 	 -4.8641
212 	 9.5 	 0.1000 	 -4.8792
213 	 9.9 	 0.1000 	 -4.8889
214 	 9.5 	 0.1000 	 -4.9181
215 	 9.6 	 0.1000 	 -4.9211
216 	 10.0 	 0.1000 	 -4.8980
217 	 9.6 	 0.1000 	 -4.9306
218 	 9.5 	 0.1000 	 -4.9151
219 	 9.5 	 0.1000 	 -4.9946
220 	 10.0 	 0.1000 	 -4.9654
221 	 9.5 	 0.1000 	 -4.9371
222 	 9.6 	 0.1000 	 -4.9097
223 	 9.9 	 0.1000 	 -5.0355
224 	 9.5 	 0.1000 	 -5.0501
225 	 9.6 	 0.1000 	 -5.0367
226 	 9.9 	 0.1000 	 -4.9575
227 	 9.5 	 0.1000 	 -4.9742
228 	 9.5 	 0.1000 	 -5.0079
229 	 9.6 	 0.1000 	 -5.0147
230 	 10.0 	 0.1000 	 -4.9091
231 	 9.5 	 0.1000 	 -4.6735
232 	 9.5 	 0.1000 	 -4.7511
233 	 10.0 	 0.1000 	 -4.8480
234 	 9.6 	 0.1000 	 -4.9829
235 	 9.6 	 0.1000 	 -5.0763
236 	 10.0 	 0.1000 	 -5.0482
237 	 9.5 	 0.1000 	 -5.0466
238 	 9.5 	 0.1000 	 -5.0709
239 	 9.6 	 0.1000 	 -5.0820
240 	 10.0 	 0.1000 	 -5.1525
241 	 9.5 	 0.1000 	 -5.1073
242 	 9.5 	 0.1000 	 -5.1302
243 	 10.0 	 0.1000 	 -5.1717
244 	 9.5 	 0.1000 	 -5.1256
245 	 9.5 	 0.1000 	 -5.0974
246 	 10.0 	 0.1000 	 -5.1266
247 	 9.6 	 0.1000 	 -5.1556
248 	 9.6 	 0.1000 	 -5.1728
249 	 9.6 	 0.1000 	 -5.1130
250 	 10.0 	 0.1000 	 -5.1797
251 	 9.5 	 0.1000 	 -5.1780
252 	 9.6 	 0.1000 	 -5.1666
253 	 10.0 	 0.1000 	 -5.2285
254 	 9.5 	 0.1000 	 -5.1513
255 	 9.6 	 0.1000 	 -5.2504
256 	 10.0 	 0.1000 	 -5.2086
257 	 9.6 	 0.1000 	 -5.2003
258 	 9.6 	 0.1000 	 -5.2221
259 	 9.5 	 0.1000 	 -5.2202
260 	 9.9 	 0.1000 	 -5.2377
261 	 9.6 	 0.1000 	 -4.9772
262 	 9.6 	 0.1000 	 -5.1891
263 	 10.0 	 0.1000 	 -4.9914
264 	 9.6 	 0.1000 	 -5.2037
265 	 9.5 	 0.1000 	 -5.2814
266 	 10.0 	 0.1000 	 -5.3108
267 	 9.6 	 0.1000 	 -5.1781
268 	 9.5 	 0.1000 	 -5.1880
269 	 9.6 	 0.1000 	 -5.2804
270 	 10.0 	 0.1000 	 -5.2451
271 	 9.5 	 0.1000 	 -5.3286
272 	 9.6 	 0.1000 	 -5.1626
273 	 10.0 	 0.1000 	 -5.2129
274 	 9.5 	 0.1000 	 -5.2918
275 	 9.5 	 0.1000 	 -5.3376
276 	 10.0 	 0.1000 	 -5.3674
277 	 9.5 	 0.1000 	 -5.3145
278 	 9.5 	 0.1000 	 -5.2676
279 	 9.5 	 0.1000 	 -5.3104
280 	 10.0 	 0.1000 	 -5.3048
281 	 9.6 	 0.1000 	 -5.3298
282 	 9.5 	 0.1000 	 -5.3575
283 	 9.9 	 0.1000 	 -5.3153
284 	 9.5 	 0.1000 	 -5.3623
285 	 9.6 	 0.1000 	 -5.3613
286 	 10.0 	 0.1000 	 -5.3755
287 	 9.5 	 0.1000 	 -5.3652
288 	 9.5 	 0.1000 	 -5.2987
289 	 9.5 	 0.1000 	 -5.3267
290 	 10.0 	 0.1000 	 -5.3653
291 	 9.5 	 0.1000 	 -5.3623
292 	 9.6 	 0.1000 	 -5.3541
293 	 10.0 	 0.1000 	 -5.3465
294 	 9.5 	 0.1000 	 -5.3919
295 	 9.4 	 0.1000 	 -5.4012
296 	 10.0 	 0.1000 	 -5.4568
297 	 9.6 	 0.1000 	 -5.2985
298 	 9.6 	 0.1000 	 -5.4124
299 	 9.5 	 0.1000 	 -5.3807
300 	 9.9 	 0.1000 	 -5.4161
301 	 9.5 	 0.1000 	 -5.3916
302 	 9.6 	 0.1000 	 -5.3125
303 	 10.0 	 0.1000 	 -5.2304
304 	 9.5 	 0.1000 	 -5.4436
305 	 9.6 	 0.1000 	 -5.4717
306 	 10.0 	 0.1000 	 -5.4386
307 	 9.6 	 0.1000 	 -5.3477
308 	 9.5 	 0.1000 	 -5.4200
309 	 9.5 	 0.1000 	 -5.4310
310 	 10.0 	 0.1000 	 -5.3905
311 	 9.5 	 0.1000 	 -5.4540
312 	 9.4 	 0.1000 	 -5.4333
313 	 10.0 	 0.1000 	 -5.5207
314 	 9.6 	 0.1000 	 -5.4658
315 	 9.5 	 0.1000 	 -5.4893
316 	 10.0 	 0.1000 	 -5.4236
317 	 9.6 	 0.1000 	 -5.4832
318 	 9.6 	 0.1000 	 -5.5037
319 	 9.6 	 0.1000 	 -5.4701
320 	 10.0 	 0.1000 	 -5.4903
321 	 9.5 	 0.1000 	 -5.4826
322 	 9.5 	 0.1000 	 -5.5261
323 	 10.0 	 0.1000 	 -5.5513
324 	 9.5 	 0.1000 	 -5.4810
325 	 9.5 	 0.1000 	 -5.4263
326 	 10.0 	 0.1000 	 -5.5142
327 	 9.5 	 0.1000 	 -5.5799
328 	 9.6 	 0.1000 	 -5.5842
329 	 9.6 	 0.1000 	 -5.5337
330 	 10.0 	 0.1000 	 -5.5653
331 	 9.5 	 0.1000 	 -5.5546
332 	 9.5 	 0.1000 	 -5.5001
333 	 10.0 	 0.1000 	 -5.4405
334 	 9.5 	 0.1000 	 -5.4347
335 	 9.6 	 0.1000 	 -5.5013
336 	 10.0 	 0.1000 	 -5.6030
337 	 9.5 	 0.1000 	 -5.5825
338 	 9.5 	 0.1000 	 -5.4253
339 	 9.4 	 0.1000 	 -5.5084
340 	 10.0 	 0.1000 	 -5.5270
341 	 9.5 	 0.1000 	 -5.5785
342 	 9.6 	 0.1000 	 -5.5202
343 	 9.9 	 0.1000 	 -5.5059
344 	 9.6 	 0.1000 	 -5.5075
345 	 9.5 	 0.1000 	 -5.5574
346 	 10.0 	 0.1000 	 -5.4936
347 	 9.5 	 0.1000 	 -5.5926
348 	 9.6 	 0.1000 	 -5.5052
349 	 9.5 	 0.1000 	 -5.4966
350 	 10.0 	 0.1000 	 -5.5204
351 	 9.5 	 0.1000 	 -5.6256
352 	 9.5 	 0.1000 	 -5.6002
353 	 10.0 	 0.1000 	 -5.5348
354 	 9.6 	 0.1000 	 -5.5932
355 	 9.5 	 0.1000 	 -5.4526
356 	 10.0 	 0.1000 	 -5.6224
357 	 9.5 	 0.1000 	 -5.5736
358 	 9.6 	 0.1000 	 -5.5462
359 	 9.5 	 0.1000 	 -5.6433
360 	 10.0 	 0.1000 	 -5.5660
361 	 9.6 	 0.1000 	 -5.5998
362 	 9.6 	 0.1000 	 -5.5617
363 	 10.0 	 0.1000 	 -5.4178
364 	 9.5 	 0.1000 	 -5.5893
365 	 9.5 	 0.1000 	 -5.5694
366 	 9.9 	 0.1000 	 -5.6229
367 	 9.5 	 0.1000 	 -5.6037
368 	 9.6 	 0.1000 	 -5.5587
369 	 9.5 	 0.1000 	 -5.5892
370 	 9.9 	 0.1000 	 -5.6096
371 	 9.5 	 0.1000 	 -5.6771
372 	 9.5 	 0.1000 	 -5.6396
373 	 10.0 	 0.1000 	 -5.5685
374 	 9.5 	 0.1000 	 -5.6574
375 	 9.5 	 0.1000 	 -5.5539
376 	 10.0 	 0.1000 	 -5.4340
377 	 9.6 	 0.1000 	 -5.5707
378 	 9.6 	 0.1000 	 -5.6718
379 	 9.5 	 0.1000 	 -5.5651
380 	 10.0 	 0.1000 	 -5.5548
381 	 9.6 	 0.1000 	 -5.7245
382 	 9.6 	 0.1000 	 -5.7045
383 	 10.0 	 0.1000 	 -5.6551
384 	 9.5 	 0.1000 	 -5.6737
385 	 9.5 	 0.1000 	 -5.6884
386 	 10.0 	 0.1000 	 -5.6720
387 	 9.5 	 0.1000 	 -5.6642
388 	 9.6 	 0.1000 	 -5.6362
389 	 9.6 	 0.1000 	 -5.6341
390 	 10.0 	 0.1000 	 -5.6338
391 	 9.5 	 0.1000 	 -5.7141
392 	 9.5 	 0.1000 	 -5.5815
393 	 10.0 	 0.1000 	 -5.6521
394 	 9.5 	 0.1000 	 -5.6864
395 	 9.6 	 0.1000 	 -5.7148
396 	 10.0 	 0.1000 	 -5.6836
397 	 9.6 	 0.1000 	 -5.6854
398 	 9.5 	 0.1000 	 -5.6823
399 	 9.6 	 0.1000 	 -5.6775
Total train time: 70.3531 minutes
