Namespace(activation='maxmin', batch_size=128, block_size=1, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, opt_level='O2', out_dir='LNNIso_cifar10_N=80_n=16_1_soc_32_maxmin_cr0.0', sample_size=80, seed=0, subsample_size=16, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
98 	 20.2 	 0.1000 	 0.1263 	 -0.2491
99 	 20.3 	 0.0100 	 0.1417 	 0.2729
100 	 20.4 	 0.0100 	 0.1580 	 0.0329
101 	 20.3 	 0.0100 	 0.2835 	 -0.2404
102 	 20.3 	 0.0100 	 0.2883 	 -0.2397
103 	 20.3 	 0.0100 	 -0.0227 	 0.5303
104 	 20.2 	 0.0100 	 -0.1634 	 0.2215
105 	 20.3 	 0.0100 	 0.5975 	 -0.1161
106 	 20.2 	 0.0100 	 -0.4303 	 -0.2379
107 	 20.2 	 0.0100 	 0.2865 	 0.1719
108 	 20.2 	 0.0100 	 0.0325 	 0.8666
109 	 20.2 	 0.0100 	 0.3115 	 -0.2277
110 	 20.2 	 0.0100 	 -0.5134 	 0.2341
111 	 20.2 	 0.0100 	 0.0833 	 0.5090
112 	 20.2 	 0.0100 	 -0.0004 	 -0.1033
113 	 20.2 	 0.0100 	 1.0315 	 0.0324
114 	 20.2 	 0.0100 	 0.5406 	 0.0969
115 	 20.2 	 0.0100 	 0.0414 	 -0.1510
116 	 20.2 	 0.0100 	 0.1822 	 -0.2213
117 	 20.2 	 0.0100 	 0.1446 	 0.0798
118 	 20.2 	 0.0100 	 -0.7859 	 0.3860
119 	 20.2 	 0.0100 	 -0.3907 	 -0.1908
120 	 20.3 	 0.0100 	 0.3256 	 0.3938
121 	 20.3 	 0.0100 	 -0.1254 	 -0.0419
122 	 20.2 	 0.0100 	 -0.1203 	 -0.8000
123 	 20.2 	 0.0100 	 0.0299 	 -0.0367
124 	 20.2 	 0.0100 	 -0.2019 	 0.4755
125 	 20.2 	 0.0100 	 -0.1622 	 0.2614
126 	 20.3 	 0.0100 	 -0.4395 	 -0.6325
127 	 20.2 	 0.0100 	 -0.0107 	 0.0465
128 	 20.2 	 0.0100 	 0.2005 	 -0.1632
129 	 20.2 	 0.0100 	 -0.1130 	 -0.1385
130 	 20.2 	 0.0100 	 0.0352 	 -0.2463
131 	 20.2 	 0.0100 	 0.1275 	 0.2868
132 	 20.2 	 0.0100 	 0.4778 	 -0.1939
133 	 20.2 	 0.0100 	 0.2029 	 -0.1406
134 	 20.2 	 0.0100 	 -0.7041 	 0.2091
135 	 20.3 	 0.0100 	 -0.4060 	 -0.3127
136 	 20.2 	 0.0100 	 -0.4892 	 -0.1850
137 	 20.3 	 0.0100 	 -0.0208 	 0.3096
138 	 20.2 	 0.0100 	 0.0220 	 0.2245
139 	 20.2 	 0.0100 	 0.0573 	 -0.3592
140 	 20.2 	 0.0100 	 0.4142 	 -0.1286
141 	 20.2 	 0.0100 	 -0.1923 	 -0.0604
142 	 20.2 	 0.0100 	 0.2382 	 -0.2409
